BTC positions,BTC returns,ETH positions,ETH returns,LTC positions,LTC returns
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
-1,0.002789701391916255,-1,0.018142785049782173,-1,-0.004395833428271545
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
-1,-0.059302398666310374,-1,-0.0923804415076418,-1,-0.08371015560707995
0,0.0,0,0.0,0,0.0
-1,-0.016084287619666515,-1,-0.031008798042713392,-1,-0.041089866637932015
-1,0.07452683169300278,-1,0.09650421698911793,1,-0.02515635192589638
0,0.0,0,0.0,0,0.0
-1,0.09508764310076168,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
1,0.0014222484043493466,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,-1,0.008744452132863678
0,0.0,0,0.0,0,0.0
1,-0.05552755749088423,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,-1,-0.018921691930362194,-1,-0.03108029491145725
-1,0.0030142077891435193,-1,-0.031545714026931404,-1,-0.023000360451465918
1,0.05675319046048655,1,0.03485563886231957,1,0.03938997568422398
0,0.0,-1,0.017331597131453158,0,0.0
0,0.0,0,0.0,0,0.0
1,0.008449830050730966,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,1,-0.04875871746434701,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,1,-0.013537947639385206
0,0.0,1,-0.003749678862662087,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,-1,-0.005146861024225569
1,0.012699607964589132,1,0.0028823924006700086,1,0.007363285395560304
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
1,0.01301357168620032,1,0.011083183549614573,1,-0.0033768271817642415
1,0.008221887174175713,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
-1,0.05730173100967062,0,0.0,1,0.013895495203273045
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,-1,0.014256167773464279
1,0.04349838006345519,1,0.09523422510426593,1,0.11057107331190252
0,0.0,0,0.0,-1,0.04290739299090873
0,0.0,0,0.0,-1,0.04231963171353126
0,0.0,1,-0.014649704334447344,1,-0.003244422889748688
0,0.0,1,-0.029116428791125526,-1,0.020450675547700525
-1,0.013705869760405998,-1,0.004650860248487154,-1,0.019936140027883686
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
-1,0.009058238908404181,-1,0.014425478528069746,-1,-0.01557692195253546
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,1,-0.005586484278193415
1,-0.0043372002216491845,0,0.0,0,0.0
1,0.013849760195046024,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,1,0.01286048876220125,1,0.07650019355690185
0,0.0,-1,0.01979130529232176,0,0.0
0,0.0,0,0.0,1,-0.01833400745978797
0,0.0,1,-0.020242014226009797,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,-1,0.01975931172381662
1,0.007065045415584281,1,0.034448941894077434,1,0.013938602822977986
0,0.0,1,0.04429583450257901,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
-1,0.004774979512427224,-1,0.020816991360509407,-1,0.010527687096799632
1,-0.0005413338486413011,1,0.014741014670049957,0,0.0
0,0.0,1,0.07110413186112718,1,-0.0020616572498808328
0,0.0,0,0.0,-1,0.03888463632856687
0,0.0,1,0.017022838948854924,0,0.0
-1,-0.010491313390975199,-1,-0.033640948756730626,-1,-0.03648913323931824
0,0.0,-1,0.020025402301921735,-1,0.03157715025803842
-1,0.011744372963893523,-1,0.07823269357246354,-1,0.01867118134705681
1,0.007680610838142199,1,0.011065356964235606,1,-0.007231327841216162
-1,-0.024435116879896635,-1,-0.04747341594780774,-1,-0.04113921911504703
0,0.0,0,0.0,1,-0.01873282281733124
0,0.0,0,0.0,0,0.0
0,0.0,1,0.0034446413380635477,1,0.00857412506062527
-1,0.0032449812872925587,-1,0.00472347910510118,-1,-0.007577896987943422
-1,-0.0023039895240460906,-1,-0.034162473477118316,-1,-0.019772098565596252
-1,-0.0234874995456118,-1,-0.05183180225170814,-1,-0.10560723043550058
0,0.0,-1,0.05710735996946026,-1,0.06090694085807491
-1,0.02304266341207062,-1,0.04393790670966191,-1,0.021936458429594685
0,0.0,-1,-0.0036029549396984217,0,0.0
0,0.0,1,-0.043294199647520015,0,0.0
1,0.002507392577377532,1,0.016838356622476347,1,-0.0005400974879731235
0,0.0,-1,0.005227554877826446,0,0.0
0,0.0,0,0.0,0,0.0
1,-0.0064201074450991324,0,0.0,0,0.0
0,0.0,1,0.028043447753103967,0,0.0
0,0.0,0,0.0,-1,-0.0027838884151768495
-1,-0.06470837386660422,-1,-0.1234032146230637,-1,-0.11309344559454027
-1,0.022265493979828577,-1,0.059037038172810474,-1,0.034831206523936675
0,0.0,0,0.0,0,0.0
-1,0.042967437857568846,-1,0.010168495949147704,-1,0.014398084252603693
-1,-0.3693551606991261,-1,-0.41362902882519037,-1,-0.3519829825908828
1,0.12299507951267596,1,0.1809338000336278,1,0.2094015879302784
-1,-0.05257569384653704,-1,-0.05704785368663756,-1,-0.06326203653311424
1,-0.008255342643896713,1,-0.0386058627448117,1,-0.009627689092716718
-1,-0.023139005838245907,-1,-0.057154882307667965,-1,-0.037282896709088464
1,0.018427775522282808,1,-0.001993729597222993,1,-0.025151072715660416
-1,0.051601561478674896,-1,0.06169684168396161,-1,0.05630339777792526
1,0.09609864943752555,1,0.10097597555433224,1,0.06657548754354137
1,-0.03811465184603258,1,-0.07130420525052283,1,-0.08297766224158432
-1,0.03723675070254151,-1,0.03648972180082444,0,0.0
-1,-0.02474510109721384,-1,-0.03324201525687842,-1,-0.025141475267376645
1,0.0682509521574648,1,0.0625900174271945,1,0.04058071055879697
1,0.00037209204101196214,1,-0.028937623576366645,0,0.0
-1,0.02478037459928628,0,0.0,-1,0.009774462254034777
-1,-0.01685158652727259,-1,0.005086262703881461,0,0.0
-1,0.017527645061377273,-1,0.040669084747379625,0,0.0
-1,-0.025155441837289683,-1,-0.009082830016772014,-1,-0.004204565709177932
1,0.04518884494609088,1,0.014414688147056376,1,-0.006694730968756724
0,0.0,0,0.0,0,0.0
-1,0.0754794298365038,0,0.0,-1,0.047126078117233794
1,-0.020859866413823314,1,-0.006824675561948101,1,-0.039455924138565246
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
1,0.03922375231434905,1,0.14391920445866035,1,0.054714696868291224
0,0.0,0,0.0,0,0.0
0,0.0,1,0.0019904246504856005,0,0.0
-1,-0.016507310762265748,-1,-0.024235830453140594,-1,-0.0452994411909976
0,0.0,0,0.0,0,0.0
1,-0.04024406572307859,0,0.0,0,0.0
-1,0.04081022247255084,0,0.0,-1,0.030837688280481057
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
1,0.02819606660417473,1,0.0738252010294893,1,0.021545072702434
0,0.0,0,0.0,0,0.0
0,0.0,1,0.043547219344551635,1,-0.011520246960630698
0,0.0,-1,0.015584947762611545,-1,0.010419108865661109
-1,0.004626188854422786,-1,-0.0006047290692078322,-1,0.004752891991686381
0,0.0,0,0.0,0,0.0
0,0.0,1,0.016340681068986118,0,0.0
0,0.0,0,0.0,1,0.004749408631377072
0,0.0,1,-0.015663488462561825,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
1,0.08257278201184914,1,0.04080236063419318,1,0.007918939366113875
1,-0.06067017203296299,1,-0.08806483673880316,-1,0.0007522221958742303
1,-0.02216304326381202,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,-1,0.04395468194594643,-1,0.034964517516277605
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
1,0.044939778601056135,1,0.013526864870323507,1,-0.0031512654812161367
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
-1,-0.04142859948598243,-1,-0.05276422305804429,-1,-0.051668495914367285
1,-0.060618314731254785,-1,0.04742387968139683,-1,0.04536239954165788
1,-0.015991876740154676,0,0.0,0,0.0
1,0.008849200182249106,1,-0.00304442949608541,0,0.0
-1,-0.0025189863145612668,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
1,-0.016112479358405873,0,0.0,0,0.0
0,0.0,0,0.0,1,-0.0169957924374875
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,-1,0.021627042039354727
-1,-0.002465884671520757,-1,4.558564409595789e-05,-1,0.01865553686417676
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
-1,-0.004452577258085455,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,1,0.04717738542711558,1,0.013913767865291415
0,0.0,-1,0.00762083171802086,0,0.0
1,0.031007574717301756,1,0.015369395526226182,1,0.005274903255975794
-1,-0.022741081611655112,-1,0.01076451062333228,-1,0.007726442894258279
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
-1,-0.018322979888135582,-1,-0.019680331015673347,-1,-0.021244203377716264
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,-1,0.05524231227494569,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
1,-0.0016863809091978155,1,0.014947694825910407,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,-1,0.017506964254535795,-1,0.008583476457272754
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0
