Date,SMA5-20,SMA8-15,SMA20-50,EMA5-20,EMA8-15,EMA20-50,MACD12-26,AO14,ADX14,WD14,PPO12_26,RSI14,MFI14,TSI,SO14,CMO14,ATRP14,PVO14,FI13,FI50,ADL,OBV,Open,High,Low,Close,Volume
2015-09-02,,,,,,,,,,,,,,,,,,,,,0.0,1.0,229.24,232.99,226.82,226.82,43915.56
2015-09-03,,,,,,,,,,,,,,,,,,,,,-46094.64967741911,66851.72,226.82,231.13,226.17,226.94,66850.72
2015-09-04,,,,,,,,,,,,,,,,,,,,,-21631.540669785576,101685.06,226.94,231.79,226.55,231.01,34833.34
2015-09-05,,,,,,,,,,,,,,,,,,,,,11025.902382066193,142582.6,231.01,237.0,230.25,236.32,40897.54
2015-09-06,,,,,,,,,,,,,,,,,,,,,27354.854110111628,169517.74,236.32,243.38,236.32,241.99,26935.14
2015-09-07,,,,,,,,,,,,,,,,,,,,,29610.09863065947,133727.99,241.99,242.78,239.13,241.07,35789.75
2015-09-08,,,,,,,,,,,,,,,,,,,,,26399.76096832216,195526.99,241.07,246.51,240.35,243.27,61799.0
2015-09-09,,,,,,,,,,,,,,,,,,,,,-8580.368221663179,148863.90999999997,243.27,244.97,238.18,239.03,46663.08
2015-09-10,,,,,,,,,,,,,,,,,,,,,-11936.204446447113,138558.81999999998,239.03,240.46,236.99,238.16,10305.09
2015-09-11,,,,,,,,,,,,,,,,,,,,,-16468.281523810943,155208.24,238.16,241.65,238.16,239.43,16649.42
2015-09-12,,,,,,,,,,,,,,,,,,,,,-27097.77200901795,128555.65999999999,239.43,242.12,233.67,236.21,26652.58
2015-09-13,,,,,,,,,,,,,,,,,,,,,-30070.243936041858,108029.21999999999,236.21,237.45,228.68,232.43,20526.44
2015-09-14,,,,,,,,,,,,,,,,,,,,,9783.414228515685,390.2799999999843,232.43,232.64,226.32,230.65,107638.94
2015-09-15,,,,,,,,42.85714285714286,15.71514212610461,-2.2958709129871666,,,,,0.13981762917933185,6.5751858204688585,7.17964385474861,,-39805.41267453577,,-10523.16910481749,-27796.470000000016,230.65,232.32,228.6,229.12,28186.75
2015-09-16,,-0.21506987019844362,,,-0.8114858799587139,,,35.71428571428571,19.09356406769283,-3.157077024272339,,53.22672758423761,56.48000983852851,,0.1310471524800988,6.1318051575931545,7.153735715810106,,-34397.41338513161,,-13240.515702170878,-42927.80000000002,229.12,232.2,226.91,229.08,15131.33
2015-09-17,,-0.7011249744903579,,,-0.7955074223881742,,,-57.142857142857146,13.311901532279682,-0.4700060386627962,,58.67810292633703,62.16306896228029,,0.3023255813953483,6.719817767653785,6.684781344232225,,-25558.996377408956,,-9720.052943550174,-32932.640000000014,229.08,236.0,227.88,233.37,9995.16
2015-09-18,,-1.1494155298431947,,,-0.7973791725120117,,,-57.14285714285714,10.428990350238063,-0.4340633253430868,,57.765466568699495,57.8564329176757,,0.26427061310782246,-11.499176276770921,6.531633044562993,,-28050.754895941194,,-16940.143222879604,-47618.960000000014,233.37,235.5,231.92,232.83,14686.32
2015-09-19,,-1.5709468538629525,,,-0.8219281686909036,,,-57.14285714285714,10.598969574822426,-1.6416507649967045,,56.332662662040285,52.94094232178747,,0.2064834390415771,-39.137254901960766,6.453539556786485,,-29650.37006678015,,-13322.247690964752,-63924.27000000001,232.83,233.29,230.0,232.01,16305.31
