Date,Equity
2020-06-02,1500.6859211211533
2020-06-03,1500.6859211211533
2020-06-04,1500.6859211211533
2020-06-05,1500.6859211211533
2020-06-06,1500.6859211211533
2020-06-07,1500.6859211211533
2020-06-08,1500.6859211211533
2020-06-09,1500.6859211211533
2020-06-10,1500.6859211211533
2020-06-11,1500.6859211211533
2020-06-12,1496.5125181453589
2020-06-13,1496.5125181453589
2020-06-14,1496.5125181453589
2020-06-15,1496.5125181453589
2020-06-16,1496.5125181453589
2020-06-17,1496.5125181453589
2020-06-19,1496.5125181453589
2020-06-20,1496.5125181453589
2020-06-21,1496.5125181453589
2020-06-22,1511.7619444115046
2020-06-23,1511.7619444115046
2020-06-24,1499.2422900298125
2020-06-25,1499.2422900298125
2020-06-26,1499.2422900298125
2020-06-27,1499.2422900298125
2020-06-28,1499.2422900298125
2020-06-29,1499.2422900298125
2020-06-30,1499.2422900298125
2020-07-01,1499.2422900298125
2020-07-03,1499.2422900298125
2020-07-04,1499.2422900298125
2020-07-05,1499.2422900298125
2020-07-06,1502.2319677231053
2020-07-07,1502.2319677231053
2020-07-08,1501.584176673194
2020-07-09,1501.584176673194
2020-07-10,1501.584176673194
2020-07-11,1501.584176673194
2020-07-12,1501.584176673194
2020-07-13,1501.584176673194
2020-07-14,1501.584176673194
2020-07-15,1501.584176673194
2020-07-17,1501.584176673194
2020-07-18,1501.584176673194
2020-07-19,1501.584176673194
2020-07-20,1501.584176673194
2020-07-21,1509.518364861423
2020-07-22,1509.518364861423
2020-07-23,1509.518364861423
2020-07-24,1509.518364861423
2020-07-25,1556.3259130530657
2020-07-26,1551.8564164508857
2020-07-27,1586.1157216207248
2020-07-28,1588.7125609306768
2020-07-29,1588.7125609306768
2020-07-30,1580.631794062047
2020-07-31,1579.3395370529297
2020-08-01,1628.6093488221054
2020-08-02,1646.8207121328837
2020-08-03,1631.8980473034849
2020-08-04,1631.8980473034849
2020-08-05,1632.8394181790036
2020-08-06,1632.8394181790036
2020-08-07,1632.8394181790036
2020-08-08,1637.0085179722228
2020-08-09,1637.0085179722228
2020-08-10,1624.5155838315407
2020-08-11,1635.2413778674304
2020-08-12,1635.2413778674304
2020-08-13,1635.2413778674304
2020-08-14,1634.8582641731873
2020-08-15,1634.9608703403946
2020-08-16,1654.5417197222555
2020-08-17,1645.6278218821435
2020-08-18,1641.4021654262851
2020-08-19,1653.214270132857
2020-08-21,1653.214270132857
2020-08-22,1653.214270132857
2020-08-23,1653.214270132857
2020-08-24,1653.8133461094576
2020-08-25,1670.9803449306694
2020-08-26,1670.9803449306694
2020-08-28,1663.8986770000897
2020-08-29,1663.8986770000897
2020-08-30,1694.2639786593795
2020-08-31,1694.2639786593795
2020-09-01,1697.5399289371062
2020-09-02,1673.2718603861206
2020-09-03,1778.3223450929509
2020-09-04,1792.7721840751792
2020-09-05,1826.7926081075489
2020-09-06,1826.7926081075489
2020-09-07,1826.7926081075489
2020-09-08,1823.563802120317
2020-09-09,1817.7850483482916
2020-09-11,1817.7850483482916
2020-09-12,1817.7850483482916
2020-09-13,1803.6104667375373
2020-09-14,1778.4822957344181
2020-09-15,1778.4814051411877
2020-09-16,1778.4814051411877
2020-09-17,1789.5543042782465
2020-09-18,1789.5543042782465
2020-09-19,1789.5543042782465
2020-09-20,1781.07595202295
2020-09-21,1769.5938666671614
2020-09-22,1769.5938666671614
2020-09-23,1769.5938666671614
2020-09-25,1769.5938666671614
2020-09-26,1769.5938666671614
2020-09-27,1769.5938666671614
2020-09-28,1769.5938666671614
2020-09-29,1769.5938666671614
2020-09-30,1769.5938666671614
2020-10-01,1749.2809928598476
2020-10-02,1737.4508466471475
2020-10-03,1737.4508466471475
2020-10-04,1737.4508466471475
2020-10-05,1737.4508466471475
2020-10-06,1711.22468311592
2020-10-07,1711.22468311592
2020-10-08,1711.22468311592
2020-10-09,1708.7006153854327
2020-10-10,1680.0020238301431
2020-10-11,1675.2158111678355
2020-10-12,1674.1906151231533
2020-10-13,1674.1906151231533
2020-10-14,1674.1906151231533
2020-10-15,1674.1906151231533
2020-10-16,1664.8202621809082
2020-10-17,1664.8202621809082
2020-10-18,1664.8202621809082
2020-10-19,1664.8202621809082
2020-10-20,1664.8202621809082
2020-10-21,1729.2651091434439
2020-10-22,1710.558967333569
2020-10-23,1710.558967333569
2020-10-24,1711.578297540077
2020-10-25,1693.4295285912303
2020-10-26,1681.77110835641
2020-10-27,1671.9719879887866
2020-10-28,1662.598982541418
2020-10-29,1662.598982541418
2020-10-30,1662.598982541418
2020-10-31,1643.811644865576
2020-11-01,1643.811644865576
2020-11-02,1643.1182504206022
2020-11-03,1643.1182504206022
2020-11-04,1618.2768435383996
2020-11-05,1651.8745116513992
2020-11-06,1686.7849020392503
2020-11-07,1705.0365603650127
2020-11-08,1699.6414854651534
2020-11-09,1659.3060602525757
2020-11-10,1652.3117944816586
2020-11-11,1646.2166864845403
2020-11-13,1646.2166864845403
2020-11-14,1629.9248662990985
2020-11-15,1629.9248662990985
2020-11-16,1676.9770700333474
2020-11-17,1692.3945705427432
2020-11-18,1690.4163575027796
2020-11-19,1695.9808804200334
2020-11-20,1712.032764866708
2020-11-21,1722.4519110472493
2020-11-22,1695.2602031045876
2020-11-23,1732.3121924758436
2020-11-24,1723.8322457964007
2020-11-25,1723.8322457964007
2020-11-26,1765.7166287887917
2020-11-27,1680.409260452615
2020-11-28,1677.5314564435375
2020-11-29,1697.164780840011
2020-11-30,1740.9066231242143
2020-12-01,1711.717533913758
2020-12-02,1702.5799941632927
2020-12-03,1697.451249269931
2020-12-04,1748.8158389203356
2020-12-05,1754.7828550777485
2020-12-06,1754.7828550777485
2020-12-07,1754.7828550777485
2020-12-08,1803.3035152526427
2020-12-09,1710.7831775051054
2020-12-11,1710.7831775051054
2020-12-12,1716.3723689222088
2020-12-13,1721.6586371312633
2020-12-14,1721.6586371312633
2020-12-15,1721.6586371312633
2020-12-16,1779.1085540018116
2020-12-17,1728.739559644618
2020-12-18,1729.9493266792579
2020-12-19,1650.302147859314
2020-12-20,1650.3021478593141
2020-12-21,1670.4729270066555
2020-12-22,1561.3863011230108
2020-12-23,1624.8519115565193
2020-12-24,1640.4101734669991
2020-12-25,1675.920255993393
2020-12-26,1691.6663126467165
2020-12-27,1607.6331876103918
2020-12-28,1601.2245065164034
2020-12-29,1542.3585040898731
2020-12-30,1530.9362076902728
2020-12-31,1530.4250794482011
