Date,Equity
2020-01-01,1000.0
2020-01-02,1000.0
2020-01-03,1000.0
2020-01-04,1000.0
2020-01-05,1000.0
2020-01-06,1000.0
2020-01-07,1000.0
2020-01-08,1000.0
2020-01-10,1000.0
2020-01-11,1000.0
2020-01-12,1000.0
2020-01-13,989.3227899432279
2020-01-14,1036.0529618675907
2020-01-15,1025.9800802722393
2020-01-16,1021.7194188375618
2020-01-17,1019.2579938929559
2020-01-18,1019.2579938929559
2020-01-19,999.0795069154545
2020-01-20,999.0795069154545
2020-01-21,999.0795069154545
2020-01-22,999.0795069154545
2020-01-24,999.0795069154545
2020-01-25,999.0795069154545
2020-01-26,999.0795069154545
2020-01-27,987.6417164973226
2020-01-28,987.6417164973226
2020-01-29,987.6417164973226
2020-01-30,987.6417164973226
2020-01-31,987.6417164973226
2020-02-01,987.6417164973226
2020-02-02,959.5588554958817
2020-02-03,959.5588554958817
2020-02-04,959.5588554958817
2020-02-05,979.6708750452312
2020-02-07,979.6708750452312
2020-02-08,979.6708750452312
2020-02-09,979.1170353536786
2020-02-10,976.406486605883
2020-02-11,931.64216500248
2020-02-12,931.64216500248
2020-02-13,931.64216500248
2020-02-14,931.64216500248
2020-02-15,944.8659255081873
2020-02-16,944.8659255081873
2020-02-17,907.1112897213523
2020-02-18,907.1112897213523
2020-02-19,934.8898360691853
2020-02-21,934.8898360691853
2020-02-22,934.8898360691853
2020-02-23,934.8898360691853
2020-02-24,934.456548285028
2020-02-25,940.5819675494023
2020-02-26,1011.1337809038225
2020-02-27,1011.1337809038225
2020-02-28,1011.1337809038225
2020-02-29,1011.1337809038225
2020-03-01,1011.1337809038225
2020-03-02,1011.1337809038225
2020-03-03,1011.164388585937
2020-03-04,1011.164388585937
2020-03-05,1011.164388585937
2020-03-06,1011.164388585937
2020-03-07,1011.164388585937
2020-03-08,1078.846472385405
2020-03-09,1051.366470475158
2020-03-10,1051.366470475158
2020-03-11,1051.366470475158
2020-03-12,1051.366470475158
2020-03-13,1115.151805904223
2020-03-14,1115.151805904223
2020-03-15,1115.9982755551418
2020-03-16,1115.9982755551418
2020-03-17,1093.2200597041701
2020-03-18,1093.2200597041701
2020-03-19,1147.9745923224427
2020-03-20,1076.3624972499115
2020-03-21,1076.3624972499115
2020-03-22,1076.3624972499115
2020-03-23,1105.8943417155972
2020-03-24,1105.8943417155972
2020-03-25,1105.8943417155972
2020-03-27,1105.8943417155972
2020-03-28,1105.8943417155972
2020-03-29,1105.8943417155972
2020-03-30,1105.8943417155972
2020-03-31,1105.8943417155972
2020-04-01,1105.8943417155972
2020-04-02,1105.8943417155972
2020-04-03,1105.8943417155972
2020-04-04,1105.8943417155972
2020-04-05,1105.8943417155972
2020-04-06,1105.8943417155972
2020-04-07,1105.8943417155972
2020-04-08,1105.8943417155972
2020-04-10,1105.8943417155972
2020-04-11,1105.8943417155972
2020-04-12,1105.8943417155972
2020-04-13,1105.8943417155972
2020-04-14,1105.8943417155972
2020-04-15,1105.8943417155972
2020-04-16,1105.8943417155972
2020-04-17,1105.8943417155972
2020-04-18,1119.124079250298
2020-04-19,1119.124079250298
2020-04-20,1119.124079250298
2020-04-21,1119.124079250298
2020-04-22,1119.124079250298
2020-04-24,1119.124079250298
2020-04-25,1119.124079250298
2020-04-26,1119.124079250298
2020-04-27,1119.124079250298
2020-04-28,1119.124079250298
2020-04-29,1167.3386799689524
2020-04-30,1092.5848965978878
2020-05-01,1092.5848965978878
2020-05-02,1092.5848965978878
2020-05-03,1092.5848965978878
2020-05-04,1058.6019185023042
2020-05-05,1058.6019185023042
2020-05-06,1058.6019185023042
2020-05-07,1058.6019185023042
2020-05-08,1058.6019185023042
2020-05-09,1058.6019185023042
2020-05-10,1059.5795244878468
2020-05-11,1059.5795244878468
2020-05-12,1059.5795244878468
2020-05-13,1059.5795244878468
2020-05-15,1059.5795244878468
2020-05-16,1059.5795244878468
2020-05-17,1059.5795244878468
2020-05-18,1059.5795244878468
2020-05-19,1059.5795244878468
2020-05-20,1059.5795244878468
2020-05-21,1059.5795244878468
2020-05-22,1059.5795244878468
2020-05-23,1059.5795244878468
2020-05-24,1059.5795244878468
2020-05-25,1059.5795244878468
2020-05-26,1059.5795244878468
2020-05-27,1059.5795244878468
2020-05-29,1059.5795244878468
2020-05-30,1059.5795244878468
2020-05-31,1059.5795244878468
2020-06-01,1059.5795244878468
2020-06-02,1048.2547032957982
2020-06-03,1048.2547032957982
2020-06-04,1048.2547032957982
2020-06-05,1048.2547032957982
