Date,Equity
2020-06-06,1048.2547032957982
2020-06-07,1048.2547032957982
2020-06-08,1048.2547032957982
2020-06-09,1048.2547032957982
2020-06-10,1048.2547032957982
2020-06-11,1048.2547032957982
2020-06-12,1048.2547032957982
2020-06-13,1048.2547032957982
2020-06-14,1048.2547032957982
2020-06-15,1048.2547032957982
2020-06-16,1048.2547032957982
2020-06-17,1048.2547032957982
2020-06-19,1048.2547032957982
2020-06-20,1048.2547032957982
2020-06-21,1048.2547032957982
2020-06-22,1048.2547032957982
2020-06-23,1048.2547032957982
2020-06-24,1048.2547032957982
2020-06-25,1048.2547032957982
2020-06-26,1048.2547032957982
2020-06-27,1048.2547032957982
2020-06-28,1048.2547032957982
2020-06-29,1048.2547032957982
2020-06-30,1048.2547032957982
2020-07-01,1048.2547032957982
2020-07-03,1048.2547032957982
2020-07-04,1048.2547032957982
2020-07-05,1048.2547032957982
2020-07-06,1048.2547032957982
2020-07-07,1048.2547032957982
2020-07-08,1048.2547032957982
2020-07-09,1048.2547032957982
2020-07-10,1048.2547032957982
2020-07-11,1048.2547032957982
2020-07-12,1048.2547032957982
2020-07-13,1048.2547032957982
2020-07-14,1048.2547032957982
2020-07-15,1048.2547032957982
2020-07-17,1048.2547032957982
2020-07-18,1048.2547032957982
2020-07-19,1048.2547032957982
2020-07-20,1048.2547032957982
2020-07-21,1048.2547032957982
2020-07-22,1048.2547032957982
2020-07-23,1048.2547032957982
2020-07-24,1048.2547032957982
2020-07-25,1048.2547032957982
2020-07-26,1048.2547032957982
2020-07-27,1048.2547032957982
2020-07-28,1048.2547032957982
2020-07-29,1048.2547032957982
2020-07-30,1048.2547032957982
2020-07-31,1048.2547032957982
2020-08-01,1048.2547032957982
2020-08-02,1050.1020927332795
2020-08-03,1047.6359845574298
2020-08-04,1047.6359845574298
2020-08-05,1047.6359845574298
2020-08-06,1047.6359845574298
2020-08-07,1047.6359845574298
2020-08-08,1047.6359845574298
2020-08-09,1047.6359845574298
2020-08-10,1041.9818210211424
2020-08-11,1045.7069489428645
2020-08-12,1045.7069489428645
2020-08-13,1045.7069489428645
2020-08-14,1045.7069489428645
2020-08-15,1045.7069489428645
2020-08-16,1045.7069489428645
2020-08-17,1045.7069489428645
2020-08-18,1037.6514246117024
2020-08-19,1037.6514246117024
2020-08-21,1037.6514246117024
2020-08-22,1037.6514246117024
2020-08-23,1037.6514246117024
2020-08-24,1037.6514246117024
2020-08-25,1040.7292042609745
2020-08-26,1040.7292042609745
2020-08-28,1040.7292042609745
2020-08-29,1040.7292042609745
2020-08-30,1040.7292042609745
2020-08-31,1040.7292042609745
2020-09-01,1040.7292042609745
2020-09-02,1029.9971296558087
2020-09-03,1029.9971296558087
2020-09-04,1029.9971296558087
2020-09-05,1088.6341490399927
2020-09-06,1088.6341490399927
2020-09-07,1088.6341490399927
2020-09-08,1088.6341490399927
2020-09-09,1088.6341490399927
2020-09-11,1088.6341490399927
2020-09-12,1088.6341490399927
2020-09-13,1088.6341490399927
2020-09-14,1088.6341490399927
2020-09-15,1088.6341490399927
2020-09-16,1088.6341490399927
2020-09-17,1088.6341490399927
2020-09-18,1088.6341490399927
2020-09-19,1088.6341490399927
2020-09-20,1088.6341490399927
2020-09-21,1088.6341490399927
2020-09-22,1088.6341490399927
2020-09-23,1088.6341490399927
2020-09-25,1088.6341490399927
2020-09-26,1088.6341490399927
2020-09-27,1088.6341490399927
2020-09-28,1088.6341490399927
2020-09-29,1088.6341490399927
2020-09-30,1088.6341490399927
2020-10-01,1088.6341490399927
2020-10-02,1088.6341490399927
2020-10-03,1088.6341490399927
2020-10-04,1088.6341490399927
2020-10-05,1088.6341490399927
2020-10-06,1088.6341490399927
2020-10-07,1088.6341490399927
2020-10-08,1088.6341490399927
2020-10-09,1088.6341490399927
2020-10-10,1088.6341490399927
2020-10-11,1088.6341490399927
2020-10-12,1088.6341490399927
2020-10-13,1088.6341490399927
2020-10-14,1088.6341490399927
2020-10-15,1088.6341490399927
2020-10-16,1079.5631598288774
2020-10-17,1079.5631598288774
2020-10-18,1079.5631598288774
2020-10-19,1079.5631598288774
2020-10-20,1079.5631598288774
2020-10-21,1079.5631598288774
2020-10-22,1079.5631598288774
2020-10-23,1079.5631598288774
2020-10-24,1079.5631598288774
2020-10-25,1062.3923920221284
2020-10-26,1062.3923920221284
2020-10-27,1059.3701951192802
2020-10-28,1054.407652993753
2020-10-29,1054.407652993753
2020-10-30,1054.407652993753
2020-10-31,1054.407652993753
2020-11-01,1054.407652993753
2020-11-02,1054.407652993753
2020-11-03,1054.407652993753
2020-11-04,1006.5846137431915
2020-11-05,1006.5846137431915
2020-11-06,1006.5846137431915
2020-11-07,1022.9220599911984
2020-11-08,1022.9220599911984
2020-11-09,995.8878811311907
2020-11-10,989.5911182685215
2020-11-11,989.0111424346533
2020-11-13,989.0111424346533
2020-11-14,976.9781163723162
2020-11-15,976.9781163723162
2020-11-16,976.9781163723162
2020-11-17,981.1160106245359
2020-11-18,981.1160106245359
2020-11-19,985.9604761623073
2020-11-20,997.009397126797
2020-11-21,1003.0770302149091
2020-11-22,999.5339276410397
2020-11-23,1021.3799666121324
2020-11-24,1021.3799666121324
2020-11-25,1021.3799666121324
2020-11-26,1041.4809777919918
2020-11-27,995.727479657542
2020-11-28,995.727479657542
2020-11-29,995.727479657542
2020-11-30,995.727479657542
2020-12-01,979.0325128816281
2020-12-02,979.0325128816281
2020-12-03,979.0325128816281
2020-12-04,1009.5033562617814
2020-12-05,1009.5033562617814
2020-12-06,1009.5033562617814
2020-12-07,1009.5033562617814
2020-12-08,1036.7102804014523
2020-12-09,993.2361316458183
2020-12-11,993.2361316458183
2020-12-12,993.2361316458183
2020-12-13,993.2361316458183
2020-12-14,993.2361316458183
2020-12-15,993.2361316458183
2020-12-16,993.2361316458183
2020-12-17,993.2361316458183
2020-12-18,993.2361316458183
2020-12-19,924.6429758513559
2020-12-20,924.6429758513559
2020-12-21,935.0975787502251
2020-12-22,935.0975787502251
2020-12-23,969.8340190712252
2020-12-24,969.8340190712252
2020-12-25,1001.3251241111345
2020-12-26,1001.3251241111345
2020-12-27,966.9852225940961
2020-12-28,966.9852225940961
2020-12-29,925.0965407691948
2020-12-30,925.0965407691948
2020-12-31,925.0965407691948
