metric,0
BTC allocations,348.0
BTC returns,0.9160413622749776
BTC positions,4.0
ETH allocations,348.0
ETH returns,1.242401995910872
ETH positions,-18.0
LTC allocations,348.0
LTC returns,1.4579095257977035
LTC positions,-8.0
