,-1,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.7896174863387978,0.0,0.7896174863387978,0.26320582877959925,0.6234957747320016
recall,0.0,1.0,0.0,0.7896174863387978,0.3333333333333333,0.7896174863387978
f1-score,0.0,0.882442748091603,0.0,0.7896174863387978,0.294147582697201,0.6967922245859924
support,32.0,289.0,45.0,0.7896174863387978,366.0,366.0
