,-1,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.13150684931506848,0.13114754098360656,0.04383561643835616,0.017246799910172913
recall,0.0,0.0,1.0,0.13114754098360656,0.3333333333333333,0.13114754098360656
f1-score,0.0,0.0,0.23244552058111378,0.13114754098360656,0.07748184019370459,0.03048465843686738
support,26.0,292.0,48.0,0.13114754098360656,366.0,366.0
