,0,1,accuracy,macro avg,weighted avg
precision,0.8112582781456954,0.21875,0.7076502732240437,0.5150041390728477,0.6963181476857381
recall,0.8305084745762712,0.19718309859154928,0.7076502732240437,0.5138457865839102,0.7076502732240437
f1-score,0.8207705192629816,0.20740740740740743,0.7076502732240437,0.5140889633351945,0.7017847789849877
support,295.0,71.0,0.7076502732240437,366.0,366.0
