,0,1,accuracy,macro avg,weighted avg
precision,0.782608695652174,0.2099125364431487,0.2459016393442623,0.4962606160476613,0.6621234381136631
recall,0.06228373702422145,0.935064935064935,0.2459016393442623,0.4986743360445782,0.2459016393442623
f1-score,0.11538461538461539,0.34285714285714286,0.2459016393442623,0.22912087912087914,0.1632408575031526
support,289.0,77.0,0.2459016393442623,366.0,366.0
