,0,1,accuracy,macro avg,weighted avg
precision,0.7978142076502732,0.0,0.7978142076502732,0.3989071038251366,0.6365075099286333
recall,1.0,0.0,0.7978142076502732,0.5,0.7978142076502732
f1-score,0.8875379939209727,0.0,0.7978142076502732,0.44376899696048633,0.7080904213795738
support,292.0,74.0,0.7978142076502732,366.0,366.0
