,0,1,accuracy,macro avg,weighted avg
precision,0.792022792022792,0.26666666666666666,0.7704918032786885,0.5293447293447293,0.6814970498030607
recall,0.9619377162629758,0.05194805194805195,0.7704918032786885,0.5069428841055138,0.7704918032786885
f1-score,0.8687499999999999,0.08695652173913043,0.7704918032786885,0.47785326086956514,0.7042743228795438
support,289.0,77.0,0.7704918032786885,366.0,366.0
