,-1,0,1,accuracy,macro avg,weighted avg
precision,0.15384615384615385,1.0,0.11931818181818182,0.12295081967213115,0.4243881118881119,0.8317044976881042
recall,0.07407407407407407,0.003389830508474576,0.9545454545454546,0.12295081967213115,0.34400311970933445,0.12295081967213115
f1-score,0.1,0.006756756756756757,0.21212121212121213,0.12295081967213115,0.10629265629265629,0.038323979717422345
support,27.0,295.0,44.0,0.12295081967213115,366.0,366.0
