,0,1,accuracy,macro avg,weighted avg
precision,0.6,0.1994459833795014,0.20491803278688525,0.3997229916897507,0.5190136687707189
recall,0.010273972602739725,0.972972972972973,0.20491803278688525,0.4916234727878564,0.20491803278688525
f1-score,0.0202020202020202,0.3310344827586207,0.20491803278688525,0.17561825148032045,0.08304792793204326
support,292.0,74.0,0.20491803278688525,366.0,366.0
