,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.20821917808219179,0.20765027322404372,0.10410958904109589,0.043805674077401005
recall,0.0,0.987012987012987,0.20765027322404372,0.4935064935064935,0.20765027322404372
f1-score,0.0,0.3438914027149322,0.20765027322404372,0.1719457013574661,0.0723487377296442
support,289.0,77.0,0.20765027322404372,366.0,366.0
