,0,1,accuracy,macro avg,weighted avg
precision,0.8050847457627118,0.4166666666666667,0.7923497267759563,0.6108757062146892,0.726552128677719
recall,0.976027397260274,0.06756756756756757,0.7923497267759563,0.5217974824139208,0.7923497267759563
f1-score,0.8823529411764707,0.11627906976744186,0.7923497267759563,0.49931600547195626,0.7274636884872134
support,292.0,74.0,0.7923497267759563,366.0,366.0
