metric,-1,0,1,accuracy,macro avg,weighted avg
precision,0.15384615384615385,0.5833333333333334,0.18181818181818182,0.4098360655737705,0.30633255633255635,0.4171777675876037
recall,0.28125,0.5753424657534246,0.07228915662650602,0.4098360655737705,0.3096272074599769,0.4098360655737705
f1-score,0.19889502762430938,0.5793103448275863,0.10344827586206895,0.4098360655737705,0.2938845494379882,0.40487555787363094
support,64.0,219.0,83.0,0.4098360655737705,366.0,366.0
