,-1,0,1,accuracy,macro avg,weighted avg
precision,0.04,0.8033898305084746,0.10869565217391304,0.6639344262295082,0.3173618275607959,0.6635590401520551
recall,0.037037037037037035,0.8033898305084746,0.11363636363636363,0.6639344262295082,0.31802107706062505,0.6639344262295082
f1-score,0.03846153846153846,0.8033898305084746,0.11111111111111112,0.6639344262295082,0.3176541600270414,0.6637359301293728
support,27.0,295.0,44.0,0.6639344262295082,366.0,366.0
