,-1,0,1,accuracy,macro avg,weighted avg
precision,0.12121212121212122,0.8231292517006803,0.5,0.6912568306010929,0.4814471243042672,0.7325023402306775
recall,0.2962962962962963,0.8203389830508474,0.06818181818181818,0.6912568306010929,0.39493903250965395,0.6912568306010928
f1-score,0.17204301075268816,0.8217317487266553,0.12000000000000001,0.6912568306010929,0.37125825315978117,0.6894426971712729
support,27.0,295.0,44.0,0.6912568306010929,366.0,366.0
