,-1,0,1,accuracy,macro avg,weighted avg
precision,0.2,0.8005540166204986,0.0,0.7923497267759563,0.33351800554016625,0.6529010187245508
recall,0.038461538461538464,0.9897260273972602,0.0,0.7923497267759563,0.34272918861959956,0.7923497267759563
f1-score,0.06451612903225806,0.885145482388974,0.0,0.7923497267759563,0.316553870473744,0.7107647546787407
support,26.0,292.0,48.0,0.7923497267759563,366.0,366.0
