,-1,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.7896551724137931,0.10526315789473684,0.6475409836065574,0.2983061101028433,0.6364677238602442
recall,0.0,0.7923875432525952,0.17777777777777778,0.6475409836065574,0.32338844034345765,0.6475409836065574
f1-score,0.0,0.7910189982728842,0.13223140495867766,0.6475409836065574,0.3077501344105206,0.6408603926885356
support,32.0,289.0,45.0,0.6475409836065574,366.0,366.0
