,0,1,accuracy,macro avg,weighted avg
precision,0.8061538461538461,0.1951219512195122,0.7377049180327869,0.5006378986866792,0.6876203364807922
recall,0.888135593220339,0.11267605633802817,0.7377049180327869,0.5004058247791836,0.7377049180327869
f1-score,0.8451612903225806,0.14285714285714285,0.7377049180327869,0.49400921658986174,0.7089219611694493
support,295.0,71.0,0.7377049180327869,366.0,366.0
