,-1,0,1,accuracy,macro avg,weighted avg
precision,0.15625,0.8152173913043478,0.08620689655172414,0.6420765027322405,0.352558095952024,0.6789644368389576
recall,0.18518518518518517,0.7627118644067796,0.11363636363636363,0.6420765027322405,0.35384447107610945,0.6420765027322405
f1-score,0.1694915254237288,0.7880910683012258,0.09803921568627451,0.6420765027322405,0.3518739364704097,0.6594996224740391
support,27.0,295.0,44.0,0.6420765027322405,366.0,366.0
