,0,1,accuracy,macro avg,weighted avg
precision,0.8235294117647058,0.24468085106382978,0.674863387978142,0.5341051314142679,0.711239117202514
recall,0.7593220338983051,0.323943661971831,0.674863387978142,0.541632847935068,0.674863387978142
f1-score,0.7901234567901234,0.2787878787878788,0.674863387978142,0.5344556677890011,0.6909299430246606
support,295.0,71.0,0.674863387978142,366.0,366.0
