,0,1,accuracy,macro avg,weighted avg
precision,0.8165680473372781,0.42857142857142855,0.7868852459016393,0.6225697379543533,0.7381206435430899
recall,0.9452054794520548,0.16216216216216217,0.7868852459016393,0.5536838208071084,0.7868852459016393
f1-score,0.8761904761904762,0.23529411764705885,0.7868852459016393,0.5557422969187675,0.7466103381243209
support,292.0,74.0,0.7868852459016393,366.0,366.0
