,-1,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.0,0.13114754098360656,0.13114754098360656,0.04371584699453552,0.01719967750604676
recall,0.0,0.0,1.0,0.13114754098360656,0.3333333333333333,0.13114754098360656
f1-score,0.0,0.0,0.23188405797101452,0.13114754098360656,0.07729468599033817,0.030411023996198626
support,26.0,292.0,48.0,0.13114754098360656,366.0,366.0
