,-1,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.7928286852589641,0.125,0.5737704918032787,0.3059428950863214,0.6540559075174711
recall,0.0,0.6745762711864407,0.25,0.5737704918032787,0.30819209039548023,0.5737704918032787
f1-score,0.0,0.728937728937729,0.16666666666666666,0.5737704918032787,0.29853479853479853,0.6075682059288617
support,27.0,295.0,44.0,0.5737704918032787,366.0,366.0
