metric,-1,0,1,accuracy,macro avg,weighted avg
precision,0.39285714285714285,0.6222222222222222,0.2608695652173913,0.5819672131147541,0.4253163100989188,0.500168573012479
recall,0.171875,0.8949771689497716,0.07228915662650602,0.5819672131147541,0.37971377519209254,0.5819672131147541
f1-score,0.2391304347826087,0.7340823970037452,0.11320754716981131,0.5819672131147541,0.3621401263187218,0.5067339321994577
support,64.0,219.0,83.0,0.5819672131147541,366.0,366.0
