,0,1,accuracy,macro avg,weighted avg
precision,0.7261904761904762,0.1702127659574468,0.2978142076502732,0.4482016210739615,0.6183368766643967
recall,0.20677966101694914,0.676056338028169,0.2978142076502732,0.44141799952255906,0.2978142076502732
f1-score,0.32189973614775724,0.27195467422096314,0.2978142076502732,0.2969272051843602,0.3122109399816305
support,295.0,71.0,0.2978142076502732,366.0,366.0
