,-1,0,1,accuracy,macro avg,weighted avg
precision,0.17857142857142858,0.8333333333333334,0.12406015037593984,0.2677595628415301,0.37865497076023386,0.6997634112603914
recall,0.18518518518518517,0.2033898305084746,0.75,0.2677595628415301,0.37952500523121996,0.2677595628415301
f1-score,0.18181818181818182,0.32697547683923706,0.21290322580645157,0.2677595628415301,0.24056562815462348,0.30255354784740357
support,27.0,295.0,44.0,0.2677595628415301,366.0,366.0
