,0,1,accuracy,macro avg,weighted avg
precision,0.7435897435897436,0.17708333333333334,0.2978142076502732,0.4603365384615385,0.633693691326888
recall,0.19661016949152543,0.7183098591549296,0.2978142076502732,0.4574600143232275,0.2978142076502732
f1-score,0.3109919571045577,0.2841225626740947,0.2978142076502732,0.2975572598893262,0.3057795882396318
support,295.0,71.0,0.2978142076502732,366.0,366.0
