,0,1,accuracy,macro avg,weighted avg
precision,0.8016528925619835,0.6666666666666666,0.8005464480874317,0.7341597796143251,0.7743605955230396
recall,0.9965753424657534,0.02702702702702703,0.8005464480874317,0.5118011847463902,0.8005464480874317
f1-score,0.8885496183206107,0.051948051948051945,0.8005464480874317,0.47024883513433136,0.7194006677425524
support,292.0,74.0,0.8005464480874317,366.0,366.0
