,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.20218579234972678,0.20218579234972678,0.10109289617486339,0.04087909462808684
recall,0.0,1.0,0.20218579234972678,0.5,0.20218579234972678
f1-score,0.0,0.33636363636363636,0.20218579234972678,0.16818181818181818,0.06800794833581719
support,292.0,74.0,0.20218579234972678,366.0,366.0
