,-1,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.7978142076502732,0.0,0.7978142076502732,0.2659380692167577,0.6365075099286333
recall,0.0,1.0,0.0,0.7978142076502732,0.3333333333333333,0.7978142076502732
f1-score,0.0,0.8875379939209727,0.0,0.7978142076502732,0.29584599797365757,0.7080904213795738
support,26.0,292.0,48.0,0.7978142076502732,366.0,366.0
