,-1,0,1,accuracy,macro avg,weighted avg
precision,0.0,0.8020304568527918,0.13333333333333333,0.4918032786885246,0.3117879300620417,0.6624744574815308
recall,0.0,0.535593220338983,0.5,0.4918032786885246,0.34519774011299437,0.4918032786885246
f1-score,0.0,0.6422764227642277,0.2105263157894737,0.4918032786885246,0.28426757951790044,0.5429909907382078
support,27.0,295.0,44.0,0.4918032786885246,366.0,366.0
