,0,1,accuracy,macro avg,weighted avg
precision,0.8767123287671232,0.21160409556313994,0.3442622950819672,0.5441582121651316,0.7476886004679899
recall,0.21694915254237288,0.8732394366197183,0.3442622950819672,0.5450942945810455,0.3442622950819672
f1-score,0.34782608695652173,0.34065934065934067,0.3442622950819672,0.3442427138079312,0.34643581649996474
support,295.0,71.0,0.3442622950819672,366.0,366.0
