,-1,0,1,accuracy,macro avg,weighted avg
precision,1.0,0.7917808219178082,0.0,0.7923497267759563,0.5972602739726027,0.712635676323078
recall,0.03125,1.0,0.0,0.7923497267759563,0.34375,0.7923497267759563
f1-score,0.06060606060606061,0.8837920489296636,0.0,0.7923497267759563,0.3147993698452414,0.7031565466668489
support,32.0,289.0,45.0,0.7923497267759563,366.0,366.0
