metric,-1,0,1,accuracy,macro avg,weighted avg
precision,0.2982456140350877,0.6353383458646616,0.2558139534883721,0.5382513661202186,0.3964659711293738,0.4903261616998399
recall,0.265625,0.771689497716895,0.13253012048192772,0.5382513661202186,0.3899482060662743,0.5382513661202186
f1-score,0.28099173553719003,0.6969072164948453,0.17460317460317462,0.5382513661202186,0.38416737554507,0.5057328278109694
support,64.0,219.0,83.0,0.5382513661202186,366.0,366.0
