,-1,0,1,accuracy,macro avg,weighted avg
precision,0.08333333333333333,0.8121212121212121,0.0,0.7404371584699454,0.2984848484848485,0.6538416956449743
recall,0.11538461538461539,0.9178082191780822,0.0,0.7404371584699454,0.34439761152089915,0.7404371584699454
f1-score,0.0967741935483871,0.8617363344051447,0.0,0.7404371584699454,0.31950350931784394,0.6943801603239353
support,26.0,292.0,48.0,0.7404371584699454,366.0,366.0
