,-1,0,1,accuracy,macro avg,weighted avg
precision,0.06565656565656566,0.7619047619047619,0.06349206349206349,0.2650273224043716,0.297017797017797,0.6265800077275487
recall,0.48148148148148145,0.2711864406779661,0.09090909090909091,0.2650273224043716,0.28119233768951285,0.2650273224043716
f1-score,0.11555555555555556,0.4,0.07476635514018691,0.2650273224043716,0.19677397023191415,0.3399172667381645
support,27.0,295.0,44.0,0.2650273224043716,366.0,366.0
