,0,1,accuracy,macro avg,weighted avg
precision,0.6666666666666666,0.20110192837465565,0.20491803278688525,0.43388429752066116,0.5725360911650033
recall,0.00684931506849315,0.9864864864864865,0.20491803278688525,0.49666790077748985,0.20491803278688525
f1-score,0.013559322033898305,0.3340961098398169,0.20491803278688525,0.1738277159368576,0.0783673064536742
support,292.0,74.0,0.20491803278688525,366.0,366.0
