,-1,0,1,accuracy,macro avg,weighted avg
precision,0.10843373493975904,0.828,0.15151515151515152,0.6038251366120219,0.3626496288183035,0.6935911953826234
recall,0.3333333333333333,0.7016949152542373,0.11363636363636363,0.6038251366120219,0.3828882040746447,0.6038251366120219
f1-score,0.16363636363636364,0.7596330275229357,0.12987012987012989,0.6038251366120219,0.3510465070098097,0.63995685970419
support,27.0,295.0,44.0,0.6038251366120219,366.0,366.0
