,0,1,accuracy,macro avg,weighted avg
precision,0.8115942028985508,0.19736842105263158,0.42896174863387976,0.5044813119755912,0.6924411140705172
recall,0.37966101694915255,0.6338028169014085,0.42896174863387976,0.5067319169252805,0.42896174863387976
f1-score,0.5173210161662818,0.3010033444816054,0.42896174863387976,0.4091621803239436,0.4753577519870139
support,295.0,71.0,0.42896174863387976,366.0,366.0
