,0,1,accuracy,macro avg,weighted avg
precision,0.5,0.20718232044198895,0.2103825136612022,0.35359116022099446,0.4383962805301452
recall,0.006920415224913495,0.974025974025974,0.2103825136612022,0.49047319462544375,0.2103825136612022
f1-score,0.013651877133105802,0.3416856492027335,0.2103825136612022,0.17766876316791963,0.08266444666687993
support,289.0,77.0,0.2103825136612022,366.0,366.0
