metric,0
BTC allocations,-96.0
BTC returns,0.013327317344827838
BTC positions,-13.0
ETH allocations,-15.0
ETH returns,0.4828614601052992
ETH positions,2.0
LTC allocations,-22.0
LTC returns,0.13575944227935288
LTC positions,-1.0
