,0
BTC allocations,39.0
BTC returns,0.007309438618793629
BTC positions,-3.0
ETH allocations,11.0
ETH returns,0.03395642909596086
ETH positions,-2.0
LTC allocations,0.0
LTC returns,0.0
LTC positions,0.0
