,0
BTC allocations,295.0
BTC returns,0.664297451439862
BTC positions,7.0
ETH allocations,327.0
ETH returns,0.568730876575109
ETH positions,3.0
LTC allocations,344.0
LTC returns,1.3632631944351705
LTC positions,-1.0
