,0
BTC allocations,180.0
BTC returns,0.5280813740384885
BTC positions,16.0
ETH allocations,310.0
ETH returns,0.3668049160989335
ETH positions,19.0
LTC allocations,188.0
LTC returns,0.7240005799282345
LTC positions,13.0
