,0
BTC allocations,275.0
BTC returns,0.2500584829715594
BTC positions,6.0
ETH allocations,343.0
ETH returns,1.0297041749033804
ETH positions,3.0
LTC allocations,348.0
LTC returns,1.3718900815667308
LTC positions,0.0
